Name,States,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount
Recharge & bill payments,tripura,2018,3,TOTAL,156308,33484811.21282282
Merchant payments,tripura,2018,3,TOTAL,21476,16092396.41113394
Financial Services,tripura,2018,3,TOTAL,8106,1080000.0112896338
Others,tripura,2018,3,TOTAL,5748,4338753.080712541
Recharge & bill payments,tripura,2018,4,TOTAL,204720,38334816.66379926
Peer-to-peer payments,tripura,2018,4,TOTAL,179739,549068822.3729683
Merchant payments,tripura,2018,4,TOTAL,50888,31066467.633390322
Financial Services,tripura,2018,4,TOTAL,6441,1023126.8205747404
Others,tripura,2018,4,TOTAL,6271,5392365.973713988
Peer-to-peer payments,tripura,2019,1,TOTAL,296993,679165332.8123899
Recharge & bill payments,tripura,2019,1,TOTAL,227997,44429378.42277926
Merchant payments,tripura,2019,1,TOTAL,46642,28109966.31994779
Financial Services,tripura,2019,1,TOTAL,4189,461473.58856435167
Others,tripura,2019,1,TOTAL,5105,4728790.472138839
Peer-to-peer payments,tripura,2019,2,TOTAL,240776,751113516.2256755
Recharge & bill payments,tripura,2019,2,TOTAL,218649,48989430.60730426
Merchant payments,tripura,2019,2,TOTAL,64829,35275706.82877502
Financial Services,tripura,2019,2,TOTAL,1899,339184.3344705297
Others,tripura,2019,2,TOTAL,6405,6103644.851151889
Recharge & bill payments,tripura,2019,3,TOTAL,339539,81845425.35425141
Peer-to-peer payments,tripura,2019,3,TOTAL,270163,884623553.9011384
Merchant payments,tripura,2019,3,TOTAL,68399,44802063.64430427
Financial Services,tripura,2019,3,TOTAL,27970,582020.9903208594
Others,tripura,2019,3,TOTAL,5646,5524358.927209696
Recharge & bill payments,tripura,2019,4,TOTAL,373779,88001651.28693296
Peer-to-peer payments,tripura,2019,4,TOTAL,359076,1071507585.9983547
Merchant payments,tripura,2019,4,TOTAL,62458,51274033.720727704
Financial Services,tripura,2019,4,TOTAL,2239,377097.66713108413
Others,tripura,2019,4,TOTAL,4272,4239791.585043055
Recharge & bill payments,tripura,2020,1,TOTAL,449584,114355218.03514045
Peer-to-peer payments,tripura,2020,1,TOTAL,366218,1400694933.570157
Merchant payments,tripura,2020,1,TOTAL,102861,68590603.6377098
Financial Services,tripura,2020,1,TOTAL,1722,1066651.521721911
Others,tripura,2020,1,TOTAL,4117,4071399.6237732675
Recharge & bill payments,tripura,2020,2,TOTAL,600206,163220166.76643574
Peer-to-peer payments,tripura,2020,2,TOTAL,346863,1501452755.6890237
Merchant payments,tripura,2020,2,TOTAL,97816,99795973.60794038
Financial Services,tripura,2020,2,TOTAL,2904,2247782.5219734698
Others,tripura,2020,2,TOTAL,4731,2459205.000588993
Recharge & bill payments,tripura,2020,3,TOTAL,627363,185201997.2796099
Peer-to-peer payments,tripura,2020,3,TOTAL,477769,1959371082.9173033
Merchant payments,tripura,2020,3,TOTAL,202106,190218136.2808841
Financial Services,tripura,2020,3,TOTAL,3828,3141391.5755430083
Others,tripura,2020,3,TOTAL,6819,3886908.1625436572
Peer-to-peer payments,tripura,2020,4,TOTAL,650386,2683789889.83192
Recharge & bill payments,tripura,2020,4,TOTAL,631611,192385823.43220186
Merchant payments,tripura,2020,4,TOTAL,357567,296872485.4156503
Financial Services,tripura,2020,4,TOTAL,4084,3666639.308697606
Others,tripura,2020,4,TOTAL,8242,5416158.232838955
Peer-to-peer payments,tripura,2021,1,TOTAL,643366,2821226150.5919185
Recharge & bill payments,tripura,2021,1,TOTAL,508718,173211140.89346513
Merchant payments,tripura,2021,1,TOTAL,350366,333743281.32103896
Financial Services,tripura,2021,1,TOTAL,3146,2879929.222833151
Others,tripura,2021,1,TOTAL,5827,4281067.764165951
Peer-to-peer payments,tripura,2021,2,TOTAL,703728,2865655130.4313264
Recharge & bill payments,tripura,2021,2,TOTAL,589839,189808502.9050523
Merchant payments,tripura,2021,2,TOTAL,440060,404915546.5177107
Financial Services,tripura,2021,2,TOTAL,3656,3503925.3381061675
Others,tripura,2021,2,TOTAL,7146,4271255.844077852
Peer-to-peer payments,tripura,2021,3,TOTAL,864329,3491901741.1594186
Recharge & bill payments,tripura,2021,3,TOTAL,620991,215226019.57596284
Merchant payments,tripura,2021,3,TOTAL,584079,648504775.623629
Financial Services,tripura,2021,3,TOTAL,2886,3473153.087671739
Others,tripura,2021,3,TOTAL,8915,5028078.734792852
Peer-to-peer payments,tripura,2021,4,TOTAL,1060915,4368786747.103016
Merchant payments,tripura,2021,4,TOTAL,793636,874005407.7140213
Recharge & bill payments,tripura,2021,4,TOTAL,650251,241225282.07451886
Financial Services,tripura,2021,4,TOTAL,3635,5073898.6076811645
Others,tripura,2021,4,TOTAL,12256,7838128.800210228
Peer-to-peer payments,tripura,2022,1,TOTAL,1221863,4934712034.365204
Merchant payments,tripura,2022,1,TOTAL,992891,1037265262.6570499
Recharge & bill payments,tripura,2022,1,TOTAL,641170,262348230.9954375
Financial Services,tripura,2022,1,TOTAL,4351,5782533.2422681665
Others,tripura,2022,1,TOTAL,10915,7221703.089884497
Peer-to-peer payments,tripura,2022,2,TOTAL,1443647,5354182193.788111
Merchant payments,tripura,2022,2,TOTAL,1322009,1235804019.563663
Recharge & bill payments,tripura,2022,2,TOTAL,638643,278018856.17835283
Financial Services,tripura,2022,2,TOTAL,3812,4533635.768901512
Others,tripura,2022,2,TOTAL,10553,5732336.736273008
Peer-to-peer payments,tripura,2022,3,TOTAL,1836678,6718925839.047781
Merchant payments,tripura,2022,3,TOTAL,1660497,1589078400.2615328
Recharge & bill payments,tripura,2022,3,TOTAL,745382,329401812.4140819
Financial Services,tripura,2022,3,TOTAL,4343,5330626.119674753
Others,tripura,2022,3,TOTAL,9679,5616127.06807068
Peer-to-peer payments,tripura,2022,4,TOTAL,2252390,8142233538.414012
Merchant payments,tripura,2022,4,TOTAL,2054988,1925282618.8109846
Recharge & bill payments,tripura,2022,4,TOTAL,874800,373875271.19878656
Financial Services,tripura,2022,4,TOTAL,5787,5028488.55453164
Others,tripura,2022,4,TOTAL,10225,6551901.175783692
Recharge & bill payments,uttar-pradesh,2018,1,TOTAL,7003704,1201827543.8816488
Peer-to-peer payments,uttar-pradesh,2018,1,TOTAL,4123625,11786969148.760597
Merchant payments,uttar-pradesh,2018,1,TOTAL,442436,428301434.2754866
Financial Services,uttar-pradesh,2018,1,TOTAL,397328,75150444.99108115
Others,uttar-pradesh,2018,1,TOTAL,570712,447722351.3138524
Recharge & bill payments,uttar-pradesh,2018,2,TOTAL,9232131,2044535461.482608
Peer-to-peer payments,uttar-pradesh,2018,2,TOTAL,6484369,22197440015.945545
Merchant payments,uttar-pradesh,2018,2,TOTAL,909545,799920463.267408
Financial Services,uttar-pradesh,2018,2,TOTAL,563213,105536911.84026654
Others,uttar-pradesh,2018,2,TOTAL,521685,572768843.1641636
Peer-to-peer payments,uttar-pradesh,2018,3,TOTAL,13828768,32944051606.98276
Recharge & bill payments,uttar-pradesh,2018,3,TOTAL,9140873,2485029062.8899517
Merchant payments,uttar-pradesh,2018,3,TOTAL,2397448,1012726185.1169598
Financial Services,uttar-pradesh,2018,3,TOTAL,603303,76605144.65776658
Others,uttar-pradesh,2018,3,TOTAL,544964,493702369.5936288
Peer-to-peer payments,uttar-pradesh,2018,4,TOTAL,15804910,48836291123.914734
Recharge & bill payments,uttar-pradesh,2018,4,TOTAL,11976808,3040717446.728788
Merchant payments,uttar-pradesh,2018,4,TOTAL,6953857,2480267671.259793
Financial Services,uttar-pradesh,2018,4,TOTAL,517619,76250539.85851902
Others,uttar-pradesh,2018,4,TOTAL,847573,663216794.1554663
Peer-to-peer payments,uttar-pradesh,2019,1,TOTAL,32062452,68506766330.45149
Recharge & bill payments,uttar-pradesh,2019,1,TOTAL,15400713,4231102032.9564486
Merchant payments,uttar-pradesh,2019,1,TOTAL,8558766,3105904146.2085333
Financial Services,uttar-pradesh,2019,1,TOTAL,389733,43341558.48535549
Others,uttar-pradesh,2019,1,TOTAL,912840,637066065.9078369
Peer-to-peer payments,uttar-pradesh,2019,2,TOTAL,27105049,87581482658.94861
Recharge & bill payments,uttar-pradesh,2019,2,TOTAL,17551537,5627886175.9093685
Merchant payments,uttar-pradesh,2019,2,TOTAL,12733089,4894223107.452321
Financial Services,uttar-pradesh,2019,2,TOTAL,264091,38169259.945291094
Others,uttar-pradesh,2019,2,TOTAL,1229734,775758168.4201038
Peer-to-peer payments,uttar-pradesh,2019,3,TOTAL,26990786,95134023863.97964
Recharge & bill payments,uttar-pradesh,2019,3,TOTAL,20359672,8000160942.595396
Merchant payments,uttar-pradesh,2019,3,TOTAL,19625935,7399443975.24218
Financial Services,uttar-pradesh,2019,3,TOTAL,258548,51363215.14597865
Others,uttar-pradesh,2019,3,TOTAL,1389018,683145478.0865316
Peer-to-peer payments,uttar-pradesh,2019,4,TOTAL,40540310,126564888408.1326
Recharge & bill payments,uttar-pradesh,2019,4,TOTAL,24299776,9082140369.774977
Merchant payments,uttar-pradesh,2019,4,TOTAL,20582052,9412924984.9687
Financial Services,uttar-pradesh,2019,4,TOTAL,242936,45686806.83093811
Others,uttar-pradesh,2019,4,TOTAL,1239931,433285937.588854
Peer-to-peer payments,uttar-pradesh,2020,1,TOTAL,39581157,147734706846.56177
Recharge & bill payments,uttar-pradesh,2020,1,TOTAL,29777603,11168417430.652225
Merchant payments,uttar-pradesh,2020,1,TOTAL,26741638,13072371616.871723
Financial Services,uttar-pradesh,2020,1,TOTAL,139990,64365117.409359045
Others,uttar-pradesh,2020,1,TOTAL,998744,376573949.20359
Recharge & bill payments,uttar-pradesh,2020,2,TOTAL,42229417,14668026056.368128
Peer-to-peer payments,uttar-pradesh,2020,2,TOTAL,39434202,150079524408.8693
Merchant payments,uttar-pradesh,2020,2,TOTAL,18625913,13655151082.574724
Financial Services,uttar-pradesh,2020,2,TOTAL,150360,131930242.90371712
Others,uttar-pradesh,2020,2,TOTAL,412073,209384339.5723213
Peer-to-peer payments,uttar-pradesh,2020,3,TOTAL,54449911,207530912756.73047
Recharge & bill payments,uttar-pradesh,2020,3,TOTAL,37465163,16437365640.853413
Merchant payments,uttar-pradesh,2020,3,TOTAL,34697942,24224433240.836243
Financial Services,uttar-pradesh,2020,3,TOTAL,206210,194129227.54374278
Others,uttar-pradesh,2020,3,TOTAL,586033,303114557.0989778
Peer-to-peer payments,uttar-pradesh,2020,4,TOTAL,75433782,294401153346.76337
Merchant payments,uttar-pradesh,2020,4,TOTAL,61922138,44438824680.670944
Recharge & bill payments,uttar-pradesh,2020,4,TOTAL,39570153,17793973968.761925
Financial Services,uttar-pradesh,2020,4,TOTAL,246868,255803306.13741985
Others,uttar-pradesh,2020,4,TOTAL,994576,539071475.9342327
Peer-to-peer payments,uttar-pradesh,2021,1,TOTAL,85539321,321609613378.6789
Merchant payments,uttar-pradesh,2021,1,TOTAL,78873969,55362244381.43686
Recharge & bill payments,uttar-pradesh,2021,1,TOTAL,38981894,18563189222.328217
Financial Services,uttar-pradesh,2021,1,TOTAL,250656,266104783.7449573
Others,uttar-pradesh,2021,1,TOTAL,853707,486435811.3771204
Peer-to-peer payments,uttar-pradesh,2021,2,TOTAL,102927942,388761820128.4563
Merchant payments,uttar-pradesh,2021,2,TOTAL,84860582,70351401159.78787
Recharge & bill payments,uttar-pradesh,2021,2,TOTAL,53030710,22266927128.75408
Financial Services,uttar-pradesh,2021,2,TOTAL,270944,266853066.82962543
Others,uttar-pradesh,2021,2,TOTAL,858953,525487682.5584012
Peer-to-peer payments,uttar-pradesh,2021,3,TOTAL,127945827,440726915882.17084
Merchant payments,uttar-pradesh,2021,3,TOTAL,126699830,91089049637.02377
Recharge & bill payments,uttar-pradesh,2021,3,TOTAL,50414232,24348150109.635994
Financial Services,uttar-pradesh,2021,3,TOTAL,253418,292009129.0296748
Others,uttar-pradesh,2021,3,TOTAL,1230077,624716522.0745409
Merchant payments,uttar-pradesh,2021,4,TOTAL,183966052,142889329646.05463
Peer-to-peer payments,uttar-pradesh,2021,4,TOTAL,167503176,600973581946.6772
Recharge & bill payments,uttar-pradesh,2021,4,TOTAL,52863531,28812549097.65689
Financial Services,uttar-pradesh,2021,4,TOTAL,353219,386356976.48969895
Others,uttar-pradesh,2021,4,TOTAL,1471954,829152405.3448995
Merchant payments,uttar-pradesh,2022,1,TOTAL,221556930,165543931419.27045
Peer-to-peer payments,uttar-pradesh,2022,1,TOTAL,195592648,684758883172.6667
Recharge & bill payments,uttar-pradesh,2022,1,TOTAL,54873261,31683813998.386055
Financial Services,uttar-pradesh,2022,1,TOTAL,358499,386218170.5981607
Others,uttar-pradesh,2022,1,TOTAL,1571908,750327356.10464
Merchant payments,uttar-pradesh,2022,2,TOTAL,298721048,216176289528.43256
Peer-to-peer payments,uttar-pradesh,2022,2,TOTAL,232444860,812579156783.274
Recharge & bill payments,uttar-pradesh,2022,2,TOTAL,62659780,37867966758.88997
Financial Services,uttar-pradesh,2022,2,TOTAL,268349,285646084.3258523
Others,uttar-pradesh,2022,2,TOTAL,1204739,606123265.0864555
Merchant payments,uttar-pradesh,2022,3,TOTAL,361972506,232005905549.1372
Peer-to-peer payments,uttar-pradesh,2022,3,TOTAL,267205027,844564255684.5037
Recharge & bill payments,uttar-pradesh,2022,3,TOTAL,72984811,43854148172.58542
Financial Services,uttar-pradesh,2022,3,TOTAL,367887,344330142.1388885
Others,uttar-pradesh,2022,3,TOTAL,1058841,601411350.4106325
Merchant payments,uttar-pradesh,2022,4,TOTAL,439247166,296781967366.6535
Peer-to-peer payments,uttar-pradesh,2022,4,TOTAL,317613698,1030345562935.8824
Recharge & bill payments,uttar-pradesh,2022,4,TOTAL,78025017,48159073834.94295
Financial Services,uttar-pradesh,2022,4,TOTAL,418329,430212917.27641135
Others,uttar-pradesh,2022,4,TOTAL,1064861,661985014.756895
Recharge & bill payments,uttarakhand,2018,1,TOTAL,730428,124377517.3349145
Peer-to-peer payments,uttarakhand,2018,1,TOTAL,399545,1296603346.334598
Merchant payments,uttarakhand,2018,1,TOTAL,35382,39372913.10424411
Financial Services,uttarakhand,2018,1,TOTAL,27761,5637758.5563494945
Others,uttarakhand,2018,1,TOTAL,53569,42553823.19378027
Recharge & bill payments,uttarakhand,2018,2,TOTAL,946332,193802092.8234874
Peer-to-peer payments,uttarakhand,2018,2,TOTAL,620490,2358941864.7682114
Merchant payments,uttarakhand,2018,2,TOTAL,60494,66946005.75890133
Financial Services,uttarakhand,2018,2,TOTAL,29919,7913276.778501136
Others,uttarakhand,2018,2,TOTAL,46887,52152138.42194019
Peer-to-peer payments,uttarakhand,2018,3,TOTAL,1049725,3356030294.930648
Recharge & bill payments,uttarakhand,2018,3,TOTAL,1004356,239244556.76646537
Merchant payments,uttarakhand,2018,3,TOTAL,112342,84447374.86583523
Financial Services,uttarakhand,2018,3,TOTAL,22792,4334709.909645849
Others,uttarakhand,2018,3,TOTAL,39917,42516103.38590273
Peer-to-peer payments,uttarakhand,2018,4,TOTAL,1556731,5072621132.343549
Recharge & bill payments,uttarakhand,2018,4,TOTAL,1252124,292877734.33795583
Merchant payments,uttarakhand,2018,4,TOTAL,289733,228453045.85460952
Financial Services,uttarakhand,2018,4,TOTAL,29916,6035161.098892693
Others,uttarakhand,2018,4,TOTAL,50257,54285064.328889735
Peer-to-peer payments,uttarakhand,2019,1,TOTAL,3499130,6512361464.496071
Recharge & bill payments,uttarakhand,2019,1,TOTAL,1590269,394631055.6931843
Merchant payments,uttarakhand,2019,1,TOTAL,372290,226281078.7699414
Financial Services,uttarakhand,2019,1,TOTAL,28784,3951610.30495379
Others,uttarakhand,2019,1,TOTAL,55528,46303966.00979781
Peer-to-peer payments,uttarakhand,2019,2,TOTAL,2383662,7752954670.580209
Recharge & bill payments,uttarakhand,2019,2,TOTAL,1616176,454962951.9136597
Merchant payments,uttarakhand,2019,2,TOTAL,721858,323876953.4104364
Financial Services,uttarakhand,2019,2,TOTAL,21852,2550386.4774141517
Others,uttarakhand,2019,2,TOTAL,69727,54187888.53677146
Peer-to-peer payments,uttarakhand,2019,3,TOTAL,2313544,8512622076.436331
Recharge & bill payments,uttarakhand,2019,3,TOTAL,2201606,683772296.9748493
Merchant payments,uttarakhand,2019,3,TOTAL,1121052,480794827.1193007
Financial Services,uttarakhand,2019,3,TOTAL,12119,4570326.192004257
Others,uttarakhand,2019,3,TOTAL,62155,47272543.294839665
Peer-to-peer payments,uttarakhand,2019,4,TOTAL,3210116,11020339546.604958
Recharge & bill payments,uttarakhand,2019,4,TOTAL,2547173,817728111.4576316
Merchant payments,uttarakhand,2019,4,TOTAL,1542944,701746516.8731368
Financial Services,uttarakhand,2019,4,TOTAL,11585,3555524.3767221333
Others,uttarakhand,2019,4,TOTAL,50298,30336605.83833359
Peer-to-peer payments,uttarakhand,2020,1,TOTAL,3792776,13999676596.865887
Recharge & bill payments,uttarakhand,2020,1,TOTAL,2990764,1028598924.445406
Merchant payments,uttarakhand,2020,1,TOTAL,2289657,1094245197.2356641
Financial Services,uttarakhand,2020,1,TOTAL,10246,8180881.808693047
Others,uttarakhand,2020,1,TOTAL,48341,27378658.631921414
Recharge & bill payments,uttarakhand,2020,2,TOTAL,3755695,1303523584.942265
Peer-to-peer payments,uttarakhand,2020,2,TOTAL,3656029,13572964169.690296
Merchant payments,uttarakhand,2020,2,TOTAL,1587042,1181497493.0283294
Financial Services,uttarakhand,2020,2,TOTAL,15023,17612288.05771955
Others,uttarakhand,2020,2,TOTAL,33981,18590166.382408556
Peer-to-peer payments,uttarakhand,2020,3,TOTAL,4836512,18377468807.44993
Recharge & bill payments,uttarakhand,2020,3,TOTAL,3751993,1509373287.697055
Merchant payments,uttarakhand,2020,3,TOTAL,3164623,2166776519.8536706
Financial Services,uttarakhand,2020,3,TOTAL,20455,26449980.584111303
Others,uttarakhand,2020,3,TOTAL,45352,23442372.42176825
Peer-to-peer payments,uttarakhand,2020,4,TOTAL,6748183,25748737002.1362
Merchant payments,uttarakhand,2020,4,TOTAL,6629201,4274032856.6465273
Recharge & bill payments,uttarakhand,2020,4,TOTAL,4140391,1697819950.5564795
Financial Services,uttarakhand,2020,4,TOTAL,27120,29791064.761797357
Others,uttarakhand,2020,4,TOTAL,68376,42358455.00938001
Merchant payments,uttarakhand,2021,1,TOTAL,8393767,5283142247.065777
Peer-to-peer payments,uttarakhand,2021,1,TOTAL,7981710,29202365442.63442
Recharge & bill payments,uttarakhand,2021,1,TOTAL,4146569,1727960484.030287
Financial Services,uttarakhand,2021,1,TOTAL,30208,38400863.99560504
Others,uttarakhand,2021,1,TOTAL,56148,36320362.17233381
Peer-to-peer payments,uttarakhand,2021,2,TOTAL,9374939,32674145244.390625
Merchant payments,uttarakhand,2021,2,TOTAL,9134389,6257528832.057196
Recharge & bill payments,uttarakhand,2021,2,TOTAL,5388285,1979824048.8157122
Financial Services,uttarakhand,2021,2,TOTAL,31497,35404991.874676295
Others,uttarakhand,2021,2,TOTAL,71322,43914757.70001851
Merchant payments,uttarakhand,2021,3,TOTAL,13673085,9001414756.070686
Peer-to-peer payments,uttarakhand,2021,3,TOTAL,11867174,39256650720.01872
Recharge & bill payments,uttarakhand,2021,3,TOTAL,5388011,2182554095.263321
Financial Services,uttarakhand,2021,3,TOTAL,27839,38013969.98341857
Others,uttarakhand,2021,3,TOTAL,86175,48863242.2282843
Merchant payments,uttarakhand,2021,4,TOTAL,19850878,13515464697.761791
Peer-to-peer payments,uttarakhand,2021,4,TOTAL,14819203,49969580473.07786
Recharge & bill payments,uttarakhand,2021,4,TOTAL,5536262,2540546090.023079
Financial Services,uttarakhand,2021,4,TOTAL,38764,51212042.381750934
Others,uttarakhand,2021,4,TOTAL,116173,71304856.17664191
Merchant payments,uttarakhand,2022,1,TOTAL,22595602,14585438346.473846
Peer-to-peer payments,uttarakhand,2022,1,TOTAL,16201632,53535521438.95823
Recharge & bill payments,uttarakhand,2022,1,TOTAL,5617605,2745987927.683198
Financial Services,uttarakhand,2022,1,TOTAL,39033,49695999.71828518
Others,uttarakhand,2022,1,TOTAL,106900,62138787.2410843
Merchant payments,uttarakhand,2022,2,TOTAL,32087670,19479185362.296963
Peer-to-peer payments,uttarakhand,2022,2,TOTAL,19677409,65563901300.31024
Recharge & bill payments,uttarakhand,2022,2,TOTAL,6263098,3174160697.8567643
Financial Services,uttarakhand,2022,2,TOTAL,32284,37217548.78562989
